Industry_Sector,Round,Investor_Equity_Total,Age,Round_Equity_Total,Company_Status,Investment_Date,Num_Investors,Disclosed_Equity_Contribution,Location,Duration
Technology,1,7000000,0,,Pending Acquisition,2020-05-12,2,32000000,Utah,223
Consumer Cyclicals,2,4000000,37,,Active,2021-01-28,2,7000000,California,190
Consumer Cyclicals,1,7000000,0,,Active,2021-01-27,1,7000000,New York,6
Technology,1,7000000,0,,Pending Acquisition,2019-10-30,1,7000000,New York,2
Technology,1,7000000,0,,Active,2019-11-13,2,8500000,New York,3
Technology,1,7000000,35,,Active,2019-12-04,1,7000000,New York,62
Healthcare,1,7000000,47,,Active,2019-12-11,1,6999900,Oklahoma,522
Technology,1,7000000,40,,Active,2019-05-08,2,35000000,Illinois,712
Real Estate,1,7000000,0,,Active,2019-12-16,1,7000000,Texas,3
Technology,1,7000000,9,,Active,2022-02-09,1,7000000,California,5
Industrials,1,7000000,31,,Active,2022-02-15,1,7000000,Texas,0
Technology,1,7000000,38,,Active,2022-02-17,1,7000000,California,2
Consumer Non-Cyclicals,1,7000000,30,,Active,2021-07-12,1,7000100,Minnesota,39
Technology,2,4000000,0,,Active,2021-07-18,2,6999900,California,139
Technology,1,7000000,8,,Active,2021-09-14,1,7000200,New York,153
Consumer Cyclicals,1,7000000,0,,Active,2021-09-21,1,7000200,California,1
Industrials,1,7000000,0,,Active,2021-09-28,1,7000200,Washington,128
Healthcare,1,7000000,0,,Active,2021-10-05,1,7000000,New York,34
Technology,1,7000000,46,,Active,2021-10-21,1,7000000,Massachusetts,1
Technology,1,7000000,15,,Active,2021-03-31,1,7000000,California,1
Technology,1,7000000,15,,Active,2021-04-15,1,6999900,West Virginia,4
Consumer Cyclicals,1,7000000,4,,Active,2021-05-13,2,8200200,California,19
Technology,1,7000000,0,,Active,2021-05-24,1,7000000,Massachusetts,85
Technology,1,7000000,46,,Active,2019-11-26,1,7000000,California,567
Consumer Cyclicals,1,7000000,19,,Active,2021-10-13,1,7000000,Colorado,16
Technology,1,7000000,12,,Active,2021-11-01,1,7000000,California,2
Technology,1,7000000,42,,Active,2019-07-16,1,7000000,California,854
Technology,1,7000000,59,,Active,2021-11-17,1,7000000,California,83
Technology,1,7000000,0,,Active,2021-11-19,1,7000000,California,4
Technology,1,7000000,35,,Active,2021-12-15,1,7000000,California,22
Financials,1,7000000,0,,Active,2022-01-14,1,7000000,New York,0
Technology,1,7000000,25,,Active,2022-01-20,1,7000000,California,1
Technology,3,5090000,46,,Active,2015-10-27,10,9500900,Tennessee,398
Technology,3,0,26,,Pending Acquisition,2016-01-08,6,60556000,California,2079
Consumer Non-Cyclicals,3,2150000,18,,Acquisition,2013-07-12,4,8303800,California,1235
Technology,2,4825000,25,,Acquisition,2014-02-04,3,7483000,Colorado,456
Consumer Non-Cyclicals,2,6218000,0,,Active,2016-09-06,3,6968000,Nebraska,1083
Healthcare,1,6958000,39,,Acquisition,2013-04-04,4,62957700,Wisconsin,743
Technology,2,4200000,45,,Active,2013-09-24,2,6949900,California,198
Basic Materials,1,6936000,46,,Active,2017-10-25,6,37377100,New York,647
Technology,3,250000,21,,Active,2017-10-04,5,10950100,Pennsylvania,612
Technology,1,6912000,22,,Active,2021-10-14,1,6912000,Connecticut,89
Technology,2,1400000,15,,Active,2013-04-16,2,6900000,California,1322
Technology,5,500000,14,,Acquisition,2016-04-15,5,6899800,Virginia,2062
Technology,1,6900000,43,,Active,2013-07-23,1,6900000,Arizona,255
Technology,3,5250000,29,,Pending Acquisition,2014-05-21,7,6900000,California,217
Consumer Non-Cyclicals,2,3600000,20,,Active,2017-08-30,2,6902000,Illinois,1
Technology,3,5900000,44,,Acquisition,2015-09-11,5,32899900,California,1273
Healthcare,2,3600000,0,,Active,2017-11-29,4,31900000,Florida,15
Technology,4,1000000,31,,Active,2020-09-18,4,6900000,Texas,6
Healthcare,1,6900000,57,,Active,2019-10-02,2,57400100,Missouri,783
Technology,1,6900000,0,,Active,2021-09-08,1,6900000,California,6
Technology,4,4843000,27,,Active,2015-01-23,8,142264300,California,1958
Technology,4,3672000,44,,Active,2015-08-26,7,12621900,Virginia,460
Technology,1,6877000,42,,Active,2015-07-01,8,81874200,Ohio,2394
Technology,2,3225000,32,,Active,2012-09-14,8,39279100,Massachusetts,2712
Technology,3,2000000,24,,Active,2016-12-22,5,13605800,Massachusetts,224
Technology,2,3870000,20,,Active,2018-09-13,3,15573000,New York,517
Technology,1,6869000,36,,Active,2021-01-19,1,6869100,New York,290
Financials,2,3405000,44,,Active,2021-08-10,3,13374300,California,189
Technology,2,4597000,46,,Active,2020-11-08,2,6871000,Texas,425
Technology,2,3625000,39,,Acquisition,2014-04-09,2,6860000,Colorado,964
Technology,1,6863000,30,,Acquisition,2017-10-12,3,15522200,D. of Columbia,1
Healthcare,2,2350000,45,,Active,2016-10-05,3,21850000,Wisconsin,54
Technology,1,6854000,40,,Acquisition,2012-05-16,4,51854200,California,1244
Technology,3,2750000,40,,Active,2020-05-11,5,36341400,California,344
Industrials,1,6837000,29,,Active,2016-06-13,4,26336800,California,617
Technology,2,5562000,33,,Active,2016-09-21,2,6825200,New York,227
Technology,2,823000,0,,Acquisition,2014-07-09,3,11976000,New York,873
Technology,2,4425000,0,,Active,2015-05-12,4,12425100,California,241
Healthcare,3,100000,10,,Active,2012-10-24,4,14806100,California,975
Technology,2,2000000,55,,Active,2015-08-12,5,10218000,New Jersey,867
Technology,3,1500000,0,,Active,2015-08-04,3,6800000,Virginia,482
Technology,1,6800000,0,,Merger,2016-01-09,1,6800000,Texas,324
Technology,1,6801000,0,,Acquisition,2014-01-23,2,6801000,California,78
Healthcare,1,6800000,0,,Active,2014-04-01,6,54486100,California,513
Healthcare,2,1800000,2,,Active,2015-12-16,2,6800000,Pennsylvania,0
Consumer Non-Cyclicals,3,0,0,,Active,2016-09-19,5,14800100,California,360
Technology,2,2300000,15,,Active,2018-04-05,4,69799700,New York,1324
Technology,1,6800000,29,,Active,2016-10-05,5,51395100,Massachusetts,1783
Technology,3,0,45,,Acquisition,2018-10-09,3,6797000,California,2
Technology,1,6800000,0,,Active,2019-10-31,1,6800000,Texas,4
Technology,1,6800000,10,,Active,2021-11-09,1,6800100,California,2
Technology,2,900000,21,,Active,2020-09-21,2,6780000,Delaware,401
Industrials,1,6775000,41,,Acquisition,2018-06-08,3,61775400,Ohio,1104
Healthcare,2,5666000,23,,Active,2012-12-17,6,13101000,Connecticut,1442
Financials,4,952000,0,,Active,2014-10-27,5,6772000,D. of Columbia,763
Technology,4,5974000,0,,Acquisition,2014-07-03,4,6774000,California,245
Technology,4,4300000,35,,Active,2013-11-21,5,6773000,New York,2426
Technology,2,4061000,23,,Active,2013-11-26,2,6763100,Colorado,1098
Technology,1,6750000,34,,Acquisition,2012-11-07,4,16325000,Massachusetts,875
Technology,2,1950000,13,,Acquisition,2014-01-22,2,6750000,California,686
Technology,1,6750000,40,,Active,2016-04-19,3,27750000,California,38
Technology,2,100000,0,,Active,2016-07-08,3,7887000,Pennsylvania,1773
Industrials,2,1250000,29,,LBO,2016-05-12,6,17250000,Florida,952
Healthcare,1,6750000,35,,Pending Acquisition,2015-12-07,3,9000000,Massachusetts,800
Healthcare,1,6750000,23,,Active,2018-11-30,1,6750000,California,1
Technology,2,1225000,0,,Active,2018-08-16,2,6751000,New York,796
Technology,1,6750000,0,,Active,2021-01-07,1,6750000,New York,104
Technology,1,6750000,22,,Active,2021-11-09,1,6750700,New York,2
Financials,1,6750000,0,,Active,2022-02-08,1,6750400,New York,2
Technology,3,1982000,0,,Active,2013-04-01,3,6743000,Connecticut,1337
Utilities,1,6739000,40,,Active,2020-04-21,3,27573200,Massachusetts,393
Technology,1,6727000,39,,Acquisition,2013-04-10,6,13227200,Massachusetts,811
Technology,3,1200000,21,,Acquisition,2016-10-06,4,6731600,New York,1855
Technology,1,6730000,59,,Active,2012-11-05,4,50103800,New York,3385
Consumer Non-Cyclicals,1,6730000,0,,Active,2020-11-09,1,6730000,California,1
Technology,1,6715000,0,,Acquisition,2015-10-10,1,6715000,Washington,2
Technology,1,6710000,0,,Active,2016-10-07,1,6710000,California,4
Technology,1,6708000,15,,Active,2020-08-05,1,6708000,California,295
Technology,1,6700000,60,,Active,2012-01-12,3,8789900,California,1782
Technology,1,6700000,33,,Active,2013-10-02,4,47325900,Massachusetts,2772
Technology,1,6700000,25,,Active,2012-02-16,5,42508000,California,3554
Technology,2,398000,0,,Active,2014-07-10,4,35848000,California,1085
Technology,1,6700000,43,,Active,2017-08-10,4,64200000,Massachusetts,888
Healthcare,4,1100000,0,,Active,2017-08-31,6,11798200,Missouri,285
Technology,1,6700000,55,,Active,2018-08-02,3,81700300,California,4
Technology,1,6700000,0,,Active,2019-04-02,1,6699700,New York,2
Technology,2,6700000,36,,Active,2021-01-05,3,6775000,Georgia,115
Technology,1,6700000,45,,Active,2019-09-17,1,6699900,Indiana,107
Technology,1,6700000,47,,Active,2019-11-20,2,25827000,New York,695
Technology,1,6700000,13,,Active,2022-02-10,1,6700000,California,2
Technology,2,4704000,0,,Active,2016-06-16,7,30183000,Maryland,165
Industrials,2,1284000,26,,Acquisition,2016-11-09,3,6684000,Texas,20
Financials,3,175000,36,,Active,2017-03-23,11,81225000,D. of Columbia,1575
Technology,2,1675000,37,,Active,2020-01-27,2,6675000,Oregon,23
Technology,4,2044000,29,6000000,Acquisition,2013-07-05,11,20920900,New York,1242
Technology,2,2300000,0,,Acquisition,2013-10-04,2,6673000,Pennsylvania,459
Healthcare,1,6673000,47,,Active,2015-01-27,3,20673200,California,1713
Technology,1,6665000,42,,Active,2013-07-02,3,27466100,California,282
Technology,4,1000000,24,,Active,2014-01-07,7,27662000,California,1056
Technology,2,5356000,0,,Active,2016-06-03,5,6655900,Indiana,178
Industrials,2,1400000,0,,Active,2017-01-24,2,6652100,New York,155
Academic & Educational Services,2,500000,0,,Acquisition,2016-09-27,4,9290200,Pennsylvania,62
Industrials,1,6639000,68,,Active,2021-08-18,1,6639000,Oregon,178
Technology,1,6638000,29,,Active,2021-05-24,1,6638000,California,38
Technology,1,6630000,0,,Active,2014-03-12,1,6630000,Washington,29
Technology,3,3338000,0,,Active,2015-06-25,3,6629800,Illinois,846
Technology,1,6627000,37,,Active,2020-02-06,2,10727000,Massachusetts,532
Technology,3,4127000,34,,Pending Acquisition,2019-11-07,3,6627000,New Jersey,18
Technology,2,4120000,47,,Active,2015-12-11,4,52750000,New York,10
Technology,2,3322000,39,,Active,2018-04-13,2,6622000,New York,27
Technology,3,1000000,17,,Active,2017-06-01,4,14720000,Texas,413
Consumer Non-Cyclicals,2,3624000,0,,Active,2018-11-16,4,11796000,Massachusetts,11
Healthcare,4,1000000,71,,Active,2013-11-18,4,6613000,Maryland,1106
Industrials,2,6611000,50,,Active,2016-03-16,7,92584000,California,1413
Technology,2,3800000,13,,Active,2012-11-12,2,6600100,California,2355
Technology,2,0,0,,Pending Acquisition,2014-07-10,3,40100000,California,478
Technology,2,3600000,0,,Active,2015-07-14,2,6600000,Massachusetts,9
Technology,1,6600000,0,,Active,2016-07-18,1,6600000,California,83
Technology,1,6600000,17,,Active,2017-05-23,1,6600000,California,1
Technology,2,4600000,46,,Active,2017-03-16,4,129631900,Massachusetts,1631
Technology,1,6600000,25,,Active,2016-06-17,4,66600000,New York,2061
Healthcare,3,0,0,,Active,2018-12-20,4,11800000,Texas,4
Technology,2,1600000,0,,Active,2020-02-05,2,6600000,California,2
Industrials,2,2800000,0,,Active,2021-05-19,2,6600000,California,1
Industrials,1,6601000,6,,Active,2022-01-12,1,6601000,Minnesota,-1
Healthcare,1,6600000,49,,Active,2022-01-31,1,6600000,Colorado,0
Technology,3,1000000,30,,Acquisition,2013-10-08,3,6590000,Alabama,2200
Technology,1,6595000,0,,Active,2015-08-13,1,6594900,California,11
Technology,1,6584000,40,,Active,2015-04-21,1,6584000,Colorado,587
Technology,2,4000000,0,,Acquisition,2014-09-24,2,6578000,California,923
Healthcare,2,2850000,4,,Active,2018-10-26,3,11826000,Connecticut,1106
Technology,4,1500000,0,,Active,2018-07-18,4,6565000,Oregon,168
Technology,2,3956000,37,,Acquisition,2015-02-12,2,6550900,California,655
Consumer Cyclicals,3,0,5,,Active,2013-01-09,5,6550100,Massachusetts,820
Technology,1,6550000,36,,Active,2016-09-14,4,68950000,California,1031
Technology,1,6550000,43,,Active,2016-07-25,2,16549900,California,796
Technology,1,6553000,34,,Active,2021-10-05,1,6553000,Washington,20
Technology,2,5500000,36,,Active,2018-01-30,2,6544000,Massachusetts,858
Healthcare,5,2000000,67,,Active,2016-08-11,5,6541100,Texas,810
Technology,3,1650000,0,,Active,2019-01-02,3,6540000,Florida,510
Technology,1,6535000,39,,Active,2019-03-29,3,137235200,New York,1051
Technology,1,6530000,45,,Active,2012-10-10,2,19030000,California,791
Technology,1,6519000,28,,Acquisition,2018-11-08,1,6519000,Washington,1097
Consumer Cyclicals,1,6507000,0,,Active,2017-02-16,1,6507000,Washington,1
Government Activity,2,6010000,0,,Active,2021-06-09,2,6510000,Kentucky,191
Technology,2,0,0,,Active,2016-11-07,4,6500000,Utah,1
Technology,1,6500000,0,,Active,2014-02-26,2,8500100,California,1006
Technology,1,6500000,24,,Active,2013-12-18,2,9500000,California,1076
Technology,2,2332000,24,,Active,2014-01-06,8,214750000,Texas,1057
Technology,2,5000000,34,,Active,2016-10-31,4,81500600,California,1458
Technology,2,1400000,0,,Active,2016-07-07,2,6500000,Florida,144
Technology,1,6500000,31,,Active,2012-08-03,2,7699700,California,3209
Technology,1,6500000,0,,Acquisition,2013-06-27,1,6500100,California,287
Technology,1,6500000,0,,Pending Acquisition,2014-05-13,2,6500000,California,136
Technology,2,680000,0,,Active,2012-11-14,3,8500000,Texas,869
Industrials,1,6500000,0,,Active,2015-07-01,1,6500100,New York,2
Technology,2,0,19,,Active,2015-10-09,3,20000000,Texas,13
Healthcare,1,6500000,0,,Active,2015-12-15,1,6500000,New Jersey,14
Technology,1,6500000,0,,Active,2014-11-13,2,35149000,New York,21
Technology,1,6500000,0,,Active,2016-08-23,2,19055200,Montana,1088
Technology,2,2500000,42,,Active,2012-06-20,3,10199900,California,731
Healthcare,1,6500000,73,,Acquisition,2012-04-13,8,30642000,New Mexico,1091
Healthcare,1,6500000,0,,Active,2012-05-16,2,7000100,California,694
Energy,1,6500000,63,,Active,2013-03-22,4,12500000,California,384
Technology,1,6500000,0,,Acquisition,2014-01-23,2,11500100,California,459
Consumer Cyclicals,1,6500000,39,133500000,Pending Acquisition,2013-03-21,6,35979000,New York,916
Technology,1,6500000,0,,Active,2017-03-08,3,56500000,California,1
Technology,1,6500000,0,,Active,2017-05-25,1,6500100,California,1728
Technology,1,6500000,41,,Active,2017-05-31,2,46500100,California,33
Technology,1,6500000,37,,Active,2015-02-27,6,112200000,California,859
Technology,1,6500000,0,,Active,2017-07-12,1,6500000,New York,1
Consumer Non-Cyclicals,1,6500000,0,,Active,2017-10-10,1,6499800,California,726
Consumer Cyclicals,1,6500000,46,,Active,2015-10-30,5,38992400,California,2128
Technology,3,5000000,46,,Active,2016-11-01,5,89499600,California,471
Technology,2,3000000,49,,Acquisition,2018-02-14,3,6575000,South Carolina,1187
Technology,1,2500000,0,,Active,2015-11-19,2,6496000,California,861
Technology,1,6500000,33,,Acquisition,2015-07-10,2,11500000,California,1053
Industrials,3,0,52,,Active,2018-06-20,6,7050000,New York,1254
Technology,2,6500000,0,,Active,2017-03-29,9,523176000,California,468
Technology,2,700000,0,,Active,2016-12-07,2,6500200,Illinois,605
Technology,1,6500000,0,,LBO,2018-08-02,2,6499800,California,6
Technology,1,6500000,0,,Active,2018-10-01,1,6500000,New York,3
Technology,2,6500000,38,,Active,2016-03-11,5,181499900,California,973
Technology,1,6500000,46,,Active,2018-11-15,2,8015000,Washington,51
Technology,1,6500000,0,,Active,2019-06-25,1,6500000,California,785
Consumer Non-Cyclicals,2,0,0,,Active,2020-03-02,2,6500000,Idaho,1
Technology,2,0,39,,Active,2020-03-18,2,6500200,New York,446
Technology,2,4880000,0,,Active,2020-03-23,2,6502000,New York,3
Industrials,1,6500000,41,,Active,2020-05-21,2,10500100,New York,462
Technology,2,4500000,0,,Active,2020-06-11,2,6500000,Washington,7
Technology,2,1500000,0,,Active,2020-08-07,2,6500000,Colorado,74
Consumer Cyclicals,1,6500000,17,,Active,2019-06-12,1,6500000,Kentucky,2
Technology,1,6500000,56,,Active,2019-08-27,2,8600000,California,633
Technology,1,6500000,0,,Active,2019-11-07,1,6500100,California,5
Healthcare,1,6500000,20,,Active,2022-02-10,2,7815000,New York,1
Technology,1,6500000,15,,Active,2021-04-13,1,6500000,Nevada,190
Industrials,1,6500000,102,,Active,2021-08-20,1,6500000,Iowa,75
Consumer Cyclicals,1,6500000,45,,Active,2021-09-23,1,6499800,New York,2
Technology,2,3500000,13,,Active,2021-10-20,2,6495000,Texas,2
Technology,1,6500000,59,,Active,2021-04-14,1,6500000,New York,84
Technology,1,6500000,28,,Active,2021-05-11,1,6500000,Washington,204
Consumer Non-Cyclicals,1,6500000,0,,Active,2021-11-09,1,6500100,Texas,1
Consumer Cyclicals,1,6498000,47,,Active,2021-12-06,1,6498000,Florida,7
Technology,1,6500000,0,,Active,2021-12-09,1,6500000,Texas,5
Financials,1,6500000,0,,Active,2022-01-20,1,6500000,New York,1
Technology,1,6500000,23,,Active,2020-12-02,1,6500100,California,430
Technology,2,870000,0,,Active,2013-08-15,2,6486000,Massachusetts,1201
Technology,3,1000000,0,,Active,2016-06-16,4,6492000,Colorado,165
Technology,2,4085000,54,,Active,2020-10-29,2,6485000,Georgia,12
Technology,2,2970000,0,,Active,2016-06-09,3,7470000,California,172
Healthcare,2,4490000,69,,Active,2013-10-09,7,15347000,California,804
Technology,1,6467000,16,,Acquisition,2012-04-24,2,8436900,California,3097
Technology,3,2337000,25,,Active,2019-01-25,3,6472000,Massachusetts,951
Technology,1,6464000,0,,Active,2017-06-01,2,8464000,Texas,35
Technology,2,2465000,5,,Active,2019-10-25,2,6465000,Michigan,537
Technology,2,6447000,0,,Active,2015-01-08,2,6447000,California,690
Technology,4,50000,0,,Active,2017-10-31,4,6450000,California,441
Technology,2,1500000,16,,Active,2015-05-05,5,39066400,Massachusetts,2436
Technology,2,2432000,0,,Acquisition,2013-01-10,2,6432000,California,852
Healthcare,1,6432000,0,,Active,2020-04-10,1,6432000,California,3
Technology,2,1423000,0,,Active,2016-09-14,3,8126000,New York,75
Technology,2,2219000,43,,Acquisition,2019-08-07,2,6419000,New York,240
Healthcare,2,0,0,,Active,2015-05-07,2,6400000,North Carolina,1
Technology,2,1400000,0,,Active,2012-10-12,5,129872100,California,545
Healthcare,2,2000000,0,,Active,2017-06-01,5,75104100,Arizona,1
Technology,2,0,0,,Acquisition,2015-09-03,3,6845000,California,716
Industrials,1,6400000,45,,Pending Acquisition,2015-10-21,7,213159200,Massachusetts,797
Technology,1,6400000,30,,LBO,2018-06-21,4,61399100,California,5
Consumer Non-Cyclicals,1,6396000,0,,Active,2018-10-22,2,16395900,Connecticut,1
Technology,1,6400000,23,,Active,2018-12-05,1,6400000,Georgia,167
Technology,1,6400000,44,,Active,2020-09-03,1,6400100,Washington,337
Technology,1,6400000,0,,Active,2020-11-20,1,6400200,California,0
Healthcare,1,6400000,72,,Active,2021-01-11,1,6400000,North Carolina,8
Technology,1,6400000,0,,Active,2017-03-20,1,6400000,California,1723
Healthcare,4,250000,39,,Active,2013-04-10,7,14449000,California,1328
Healthcare,3,3500000,0,,Active,2016-05-13,3,6391000,California,199
Technology,2,3391000,38,,Pending Acquisition,2014-02-19,3,6391200,California,48
Consumer Non-Cyclicals,2,0,0,,Active,2017-06-15,2,6375000,Massachusetts,1
Technology,4,1200000,0,,Acquisition,2014-01-16,8,74651000,Massachusetts,1047
Technology,2,1415000,44,,Acquisition,2014-09-12,3,7589200,Massachusetts,12
Utilities,1,6364000,0,,Active,2017-10-23,1,6364200,Washington,36
Technology,2,1500000,0,,Active,2012-11-15,7,10603100,Massachusetts,1474
Technology,1,6350000,0,,Active,2013-12-23,2,10965000,California,1071
Technology,1,6350000,0,,Active,2014-04-24,1,6349700,California,76
Technology,2,4850000,46,,Active,2017-06-06,5,77600200,New York,1
Technology,4,1500000,0,,Active,2016-07-09,6,6841000,California,142
Consumer Non-Cyclicals,2,3338000,14,,Active,2020-03-18,2,6336000,Washington,643
Healthcare,3,300000,2,,Active,2020-02-25,4,6490000,Connecticut,409
Technology,2,3326000,0,,Active,2015-11-12,2,6327100,New Hampshire,649
Technology,1,6327000,36,,Active,2021-12-20,3,11327400,Florida,3
Technology,1,6320000,29,,Pending Acquisition,2012-06-20,5,111210200,Massachusetts,976
Technology,2,0,18,,Active,2012-07-11,3,7309200,California,638
Technology,2,4300000,0,,Active,2012-12-13,5,8399900,California,1446
Consumer Cyclicals,1,6300000,11,,Acquisition,2014-05-14,1,6300000,California,929
Technology,3,1500000,0,,Active,2016-01-21,3,6300000,California,1678
Consumer Non-Cyclicals,1,6300000,29,,Acquisition,2014-06-10,3,44299900,Virginia,2225
Technology,1,6300000,0,,Active,2016-10-21,1,6300000,Texas,1080
Technology,2,1700000,0,,Active,2016-03-29,2,6299900,California,1
Healthcare,2,4500000,31,,Active,2017-07-18,4,94299700,Massachusetts,1576
Consumer Cyclicals,2,2300000,0,,Acquisition,2016-06-09,2,6299800,Massachusetts,1104
Technology,1,6300000,30,,Active,2018-02-22,1,6300000,California,20
Industrials,2,3808000,36,,Went Public,2014-01-06,10,394466200,Washington,2692
Consumer Non-Cyclicals,1,6296000,0,,Active,2018-10-12,1,6296000,Maryland,18
Technology,1,6300000,22,,Active,2021-10-19,1,6299700,California,120
Technology,1,6300000,31,,Active,2021-07-20,1,6300000,New York,2
Technology,2,6000000,33,,Active,2021-06-21,2,6300000,California,49
Technology,1,6300000,58,,Active,2021-08-31,2,6300000,Florida,72
Technology,1,6300000,51,,Active,2021-04-08,1,6300000,Washington,38
Technology,2,4000000,37,,Acquisition,2013-07-09,4,37319000,D. of Columbia,1238
Industrials,1,6290000,43,,Active,2020-11-11,4,20915200,Texas,374
Technology,3,2000000,0,,Active,2016-12-02,3,6279800,California,0
Technology,2,5530000,0,,Active,2018-06-29,4,25355000,Massachusetts,20
Technology,1,6285000,43,,Active,2021-08-16,1,6285000,Washington,49
Consumer Cyclicals,1,6272000,0,,Active,2016-11-30,3,13272000,California,22
Technology,2,1270000,48,,Active,2014-12-24,4,10083400,California,66
Technology,2,6257000,40,,Active,2016-05-06,4,38656800,California,1541
Consumer Cyclicals,2,2209000,29,,Active,2016-05-26,10,127313900,California,1253
Industrials,3,2000000,0,,Active,2013-07-12,3,6250000,Pennsylvania,1235
Technology,3,2939000,0,,Acquisition,2015-09-28,4,7500900,California,427
Technology,2,750000,32,,Active,2014-08-20,3,6250000,Texas,831
Technology,1,6250000,15,,Active,2012-04-11,1,6250000,California,729
Healthcare,1,6250000,69,,Active,2012-04-04,7,92916000,Washington,919
Technology,1,6250000,42,,Active,2016-06-17,3,42255000,Massachusetts,4
Technology,1,6250000,0,,Active,2012-06-05,1,6249900,California,1494
Technology,1,6250000,14,,Acquisition,2013-04-12,2,6250000,California,2863
Healthcare,5,1125000,0,,Active,2016-07-08,6,6252000,Connecticut,365
Technology,1,6250000,30,,Acquisition,2016-07-07,4,20610000,Illinois,642
Industrials,2,1250000,23,,Active,2018-11-20,4,20750200,Texas,78
Technology,1,6252000,24,,Active,2021-11-16,1,6252000,California,62
Technology,3,5000000,27,,Active,2017-03-03,3,6245000,Connecticut,25
Healthcare,2,4089000,0,,Active,2016-02-08,4,7246000,Connecticut,294
Technology,3,1525000,13,,Acquisition,2017-04-07,4,7508000,New York,718
Consumer Non-Cyclicals,2,3800000,32,,Active,2021-09-14,2,6212000,California,2
Healthcare,2,1203000,24,,Active,2012-01-24,14,102994000,Ohio,1770
Healthcare,2,0,45,,Active,2013-01-10,5,8700000,California,638
Technology,1,6200000,19,,Active,2015-07-24,1,6200000,California,1
Technology,2,4500000,45,,Active,2017-10-04,5,15449000,Michigan,1042
Technology,3,3200000,39,,Active,2018-04-11,6,38174700,Colorado,2
Technology,2,1000000,11,,Active,2016-12-07,7,82449900,Washington,1757
Technology,1,6200000,42,,Active,2018-07-24,3,30378000,California,1051
Technology,3,3685000,19,,Active,2014-12-03,10,42781900,California,2012
Industrials,2,6200000,0,,Active,2016-09-06,2,6200000,Oregon,795
Technology,2,3595000,48,,Active,2020-01-08,2,6195000,California,59
Healthcare,1,6200000,0,,Active,2021-07-20,1,6200000,California,1
Industrials,1,6200000,34,,Active,2021-10-21,1,6200000,California,18
Utilities,1,6200000,24,,Active,2022-01-10,1,6200000,California,1
Healthcare,4,2369000,24,,Active,2014-04-10,6,6686000,Illinois,963
Technology,2,3191000,39,,Active,2014-10-09,7,80690600,California,2409
Technology,2,2189000,44,,Acquisition,2014-10-09,5,11438900,California,352
Technology,1,6188000,35,,Went Public,2012-11-20,4,122982800,New York,1149
Technology,2,3400000,0,,Acquisition,2015-10-23,2,6185200,California,1328
Consumer Cyclicals,2,4075000,20,,Active,2014-09-02,7,282761800,Massachusetts,2437
Technology,2,4000000,0,,Active,2016-03-01,2,6180000,Utah,272
Technology,4,2050000,0,,Active,2015-05-28,4,6175000,New York,21
Consumer Non-Cyclicals,2,2000000,32,,Active,2018-10-22,3,10104000,New York,53
Consumer Non-Cyclicals,1,6175000,0,,Active,2020-02-24,1,6175000,Illinois,73
Technology,1,6169000,43,,Active,2016-08-02,4,127562900,Colorado,709
Technology,2,3023000,41,,Active,2013-06-11,8,150503100,California,2185
Technology,2,2960000,38,,Active,2021-02-18,2,6159000,California,119
Financials,1,6155000,32,,Active,2021-09-01,2,8455000,Georgia,2
Technology,3,800000,31,,Active,2014-01-13,8,468150000,California,1954
Technology,3,2500000,31,,Active,2017-08-14,3,6150000,Pennsylvania,2
Technology,2,1550000,0,,Active,2020-07-16,2,6150100,Minnesota,1
Technology,2,2800000,0,,Acquisition,2015-03-12,7,67025800,New York,740
Technology,2,5574000,0,,Active,2013-04-10,6,73029100,New York,2157
Technology,1,6140000,40,,Active,2021-04-20,1,6140100,Texas,3
Technology,1,6122000,0,,Active,2019-08-22,1,6122000,Maryland,33
Technology,2,100000,0,,Active,2012-04-04,3,7106000,New York,1094
Healthcare,1,6107000,0,,Active,2021-08-11,1,6107000,Pennsylvania,6
Technology,3,2134000,32,,Acquisition,2012-08-28,8,16373800,Pennsylvania,1553
Industrials,3,2400000,35,,Defunct,2014-01-13,3,6100100,California,1050
Technology,2,2100000,18,,Active,2012-06-26,2,6099900,California,652
Technology,2,5000000,44,,Active,2015-08-26,2,6100000,Massachusetts,44
Consumer Non-Cyclicals,2,3500000,0,,Active,2015-05-25,3,6300000,California,16
Technology,2,1300000,26,,Active,2015-02-24,4,91173000,Illinois,452
Technology,3,4200000,21,,Acquisition,2013-10-15,4,6100000,Georgia,815
Technology,2,5000000,23,,Active,2012-12-19,3,16099900,California,1114
Technology,1,6100000,0,,Active,2015-06-23,1,6100000,New York,2257
Technology,1,6100000,27,,Active,2018-04-04,2,21861700,New York,2
Technology,2,6100000,40,,Active,2020-04-22,2,6100000,California,412
Technology,2,1500000,0,,Active,2019-09-09,2,6099700,California,100
Consumer Non-Cyclicals,1,6100000,53,,Active,2021-06-15,1,6100000,New York,2
Basic Materials,3,290000,19,,Active,2014-04-09,8,633740100,California,964
Technology,2,5000000,43,,Acquisition,2013-07-30,3,21086000,New York,713
Healthcare,2,5754000,0,,Active,2014-02-26,3,11679000,Massachusetts,660
Technology,2,2092000,26,,Active,2021-01-27,2,6091900,California,146
Technology,2,5000000,0,,Active,2020-12-15,2,6085000,Massachusetts,9
